,index
7149,HLA-DQB1-AS1
7150,HLA-DQA2
7151,HLA-DQB2
7152,HLA-DOB
7153,TAP2
7154,PSMB8
7155,PSMB8-AS1
7156,PSMB9
7157,TAP1
7158,HLA-DMB
7159,HLA-DMA
7160,BRD2
7161,HLA-DOA
7162,HLA-DPA1
7163,HLA-DPB1
7164,HCG24
7165,COL11A2
7166,RXRB
7167,SLC39A7
7168,HSD17B8
7169,RING1
7170,HCG25
7171,VPS52
7172,RPS18
7173,B3GALT4
7174,WDR46
7175,PFDN6
7176,RGL2
7177,TAPBP
7178,ZBTB22
7179,DAXX
7180,KIFC1
7181,PHF1
7182,CUTA
7183,SYNGAP1
7184,ZBTB9
7185,BAK1
7186,LINC00336
7187,ITPR3
7188,UQCC2
7189,IP6K3
7190,LEMD2
7191,MLN
7192,LINC01016
7193,GRM4
7194,HMGA1
7195,NUDT3
7196,RPS10-NUDT3
7197,RPS10
7198,PACSIN1
7199,SPDEF
7200,C6orf106
7201,SNRPC
7202,UHRF1BP1
7203,TAF11
7204,ANKS1A
7205,TCP11
7206,SCUBE3
7207,ZNF76
7208,DEF6
7209,PPARD
7210,FANCE
7211,RPL10A
7212,TEAD3
7213,TULP1
7214,FKBP5
7215,ARMC12
7216,CLPSL2
7217,CLPSL1
7218,CLPS
7219,LHFPL5
7220,SRPK1
7221,SLC26A8
7222,MAPK14
7223,MAPK13
7224,BRPF3
7225,PNPLA1
7226,C6orf222
7227,ETV7
7228,PXT1
7229,KCTD20
7230,STK38
7231,SRSF3
7232,PANDAR
7233,CDKN1A
7234,RAB44
7235,CPNE5
7236,PPIL1
7237,C6orf89
7238,PI16
7239,MTCH1
7240,FGD2
7241,PIM1
7242,TMEM217
7243,TBC1D22B
7244,RNF8
7245,CMTR1
7246,CCDC167
7247,MDGA1
7248,ZFAND3
7249,BTBD9
7250,BTBD9-AS1
7251,GLO1
7252,DNAH8
7253,GLP1R
7254,SAYSD1
7255,KCNK5
7256,KCNK17
7257,KCNK16
7258,KIF6
7259,DAAM2
7260,MOCS1
7261,TDRG1
7262,LINC00951
7263,LRFN2
7264,UNC5CL
7265,OARD1
7266,TSPO2
7267,APOBEC2
7268,NFYA
7269,TREML1
7270,TREM2
7271,TREML2
7272,TREML4
7273,TREM1
7274,NCR2
7275,FOXP4-AS1
7276,LINC01276
7277,FOXP4
7278,MDFI
7279,TFEB
7280,PGC
7281,FRS3
7282,PRICKLE4
7283,TOMM6
7284,USP49
7285,MED20
7286,BYSL
7287,CCND3
7288,TAF8
7289,C6orf132
7290,GUCA1A
7291,GUCA1B
7292,MRPS10
7293,TRERF1
7294,UBR2
7295,PRPH2
7296,TBCC
7297,RPL7L1
7298,C6orf226
7299,PTCRA
7300,CNPY3
7301,GNMT
7302,PEX6
7303,PPP2R5D
7304,MEA1
7305,KLHDC3
7306,RRP36
7307,CUL7
7308,KLC4
7309,MRPL2
7310,PTK7
7311,SRF
7312,CUL9
7313,DNPH1
7314,TTBK1
7315,SLC22A7
7316,CRIP3
7317,ZNF318
7318,ABCC10
7319,DLK2
7320,TJAP1
7321,LRRC73
7322,POLR1C
7323,YIPF3
7324,XPO5
7325,POLH
7326,GTPBP2
7327,MAD2L1BP
7328,RSPH9
7329,MRPS18A
7330,VEGFA
7331,C6orf223
7332,MRPL14
7333,TMEM63B
7334,CAPN11
7335,SLC29A1
7336,HSP90AB1
7337,SLC35B2
7338,NFKBIE
7339,TMEM151B
7340,TCTE1
7341,AARS2
7342,SPATS1
7343,CDC5L
7344,SUPT3H
7345,RUNX2
7346,CLIC5
7347,ENPP4
7348,ENPP5
7349,RCAN2
7350,CYP39A1
7351,SLC25A27
7352,TDRD6
7353,PLA2G7
7354,ANKRD66
7355,MEP1A
7356,ADGRF5
7357,ADGRF1
7358,TNFRSF21
7359,CD2AP
7360,ADGRF2
7361,ADGRF4
7362,OPN5
7363,PTCHD4
7364,MUT
7365,CENPQ
7366,GLYATL3
7367,C6orf141
7368,RHAG
7369,CRISP2
7370,CRISP3
7371,PGK2
7372,CRISP1
7373,DEFB133
7374,DEFB114
7375,DEFB113
7376,DEFB110
7377,DEFB112
7378,TFAP2D
7379,TFAP2B
7380,PKHD1
7381,LINCMD1
7382,IL17A
7383,IL17F
7384,MCM3
7385,PAQR8
7386,EFHC1
7387,TRAM2
7388,TRAM2-AS1
7389,TMEM14A
7390,GSTA2
7391,GSTA1
7392,GSTA5
7393,GSTA3
7394,GSTA4
7395,ICK
7396,FBXO9
7397,GCM1
7398,ELOVL5
7399,GCLC
7400,LINC01564
7401,KLHL31
7402,LRRC1
7403,MLIP
7404,MLIP-AS1
7405,TINAG
7406,FAM83B
7407,HCRTR2
7408,GFRAL
7409,HMGCLL1
7410,BMP5
7411,COL21A1
7412,DST
7413,BEND6
7414,KIAA1586
7415,ZNF451
7416,BAG2
7417,RAB23
7418,PRIM2
7419,KHDRBS2
7420,FKBP1C
7421,LGSN
7422,PTP4A1
7423,PHF3
7424,EYS
7425,ADGRB3
7426,LMBRD1
7427,COL19A1
7428,COL9A1
7429,FAM135A
7430,SDHAF4
7431,SMAP1
7432,B3GAT2
7433,OGFRL1
7434,LINC00472
7435,LINC01626
7436,RIMS1
7437,KCNQ5
7438,KCNQ5-AS1
7439,KHDC1L
7440,KHDC1
7441,DPPA5
7442,KHDC3L
7443,OOEP
7444,OOEP-AS1
7445,DDX43
7446,MTO1
7447,EEF1A1
7448,SLC17A5
7449,CD109
7450,COL12A1
7451,COX7A2
7452,TMEM30A
7453,FILIP1
7454,SENP6
7455,MYO6
7456,IMPG1
7457,HTR1B
7458,MEI4
7459,IRAK1BP1
7460,PHIP
7461,HMGN3
7462,HMGN3-AS1
7463,LCA5
7464,SH3BGRL2
7465,LINC01621
7466,ELOVL4
7467,TTK
7468,BCKDHB
7469,LINC01526
7470,IBTK
7471,TPBG
7472,UBE3D
7473,DOPEY1
7474,PGM3
7475,RWDD2A
7476,ME1
7477,PRSS35
7478,SNAP91
7479,RIPPLY2
7480,CYB5R4
7481,MRAP2
7482,CEP162
7483,LINC01611
7484,TBX18
7485,TBX18-AS1
7486,NT5E
7487,SNX14
7488,SYNCRIP
7489,HTR1E
7490,CGA
7491,ZNF292
7492,GJB7
7493,SMIM8
7494,C6orf163
7495,CFAP206
7496,SLC35A1
7497,RARS2
7498,ORC3
7499,AKIRIN2
7500,SPACA1
7501,CNR1
7502,RNGTT
7503,PNRC1
7504,SRSF12
7505,PM20D2
7506,GABRR1
7507,GABRR2
7508,UBE2J1
7509,RRAGD
7510,ANKRD6
7511,LYRM2
7512,MDN1
7513,CASP8AP2
7514,GJA10
7515,BACH2
7516,MAP3K7
7517,CASC6
7518,EPHA7
7519,MANEA
7520,FUT9
7521,UFL1-AS1
7522,UFL1
7523,FHL5
7524,GPR63
7525,NDUFAF4
7526,KLHL32
7527,MMS22L
7528,POU3F2
7529,FBXL4
7530,FAXC
7531,COQ3
7532,PNISR
7533,USP45
7534,TSTD3
7535,CCNC
7536,PRDM13
7537,MCHR2
7538,MCHR2-AS1
7539,SIM1
7540,ASCC3
7541,GRIK2
7542,HACE1
7543,LIN28B
7544,BVES
7545,BVES-AS1
7546,POPDC3
7547,PREP
7548,PRDM1
7549,ATG5
7550,RTN4IP1
7551,QRSL1
7552,CD24
7553,C6orf203
7554,BEND3
7555,PDSS2
7556,SOBP
7557,SCML4
7558,SEC63
7559,OSTM1
7560,OSTM1-AS1
7561,NR2E1
7562,SNX3
7563,FOXO3
7564,LINC00222
7565,ARMC2
7566,ARMC2-AS1
7567,SESN1
7568,CEP57L1
7569,CD164
7570,PPIL6
7571,SMPD2
7572,MICAL1
7573,ZBTB24
7574,AK9
7575,FIG4
7576,GPR6
7577,WASF1
7578,CDC40
7579,METTL24
7580,DDO
7581,SLC22A16
7582,CDK19
7583,AMD1
7584,GTF3C6
7585,RPF2
7586,SLC16A10
7587,REV3L
7588,TRAF3IP2-AS1
7589,TRAF3IP2
7590,FYN
7591,WISP3
7592,TUBE1
7593,FAM229B
7594,LAMA4
7595,RFPL4B
7596,MARCKS
7597,LINC01268
7598,HDAC2
7599,HS3ST5
7600,FRK
7601,NT5DC1
7602,COL10A1
7603,TSPYL4
7604,DSE
7605,TSPYL1
7606,TRAPPC3L
7607,RWDD1
7608,RSPH4A
7609,KPNA5
7610,FAM162B
7611,GPRC6A
7612,RFX6
7613,VGLL2
7614,ROS1
7615,DCBLD1
7616,GOPC
7617,NUS1
7618,SLC35F1
7619,CEP85L
7620,PLN
7621,MCM9
7622,ASF1A
7623,FAM184A
7624,MAN1A1
7625,TBC1D32
7626,GJA1
7627,HSF2
7628,SERINC1
7629,PKIB
7630,FABP7
7631,SMPDL3A
7632,CLVS2
7633,TRDN
7634,NKAIN2
7635,RNF217-AS1
7636,RNF217
7637,TPD52L1
7638,HDDC2
7639,HEY2
7640,NCOA7
7641,NCOA7-AS1
7642,HINT3
7643,TRMT11
7644,CENPW
7645,RSPO3
7646,RNF146
7647,ECHDC1
7648,KIAA0408
7649,SOGA3
7650,C6orf58
7651,THEMIS
7652,PTPRK
7653,LAMA2
7654,ARHGAP18
7655,TMEM244
7656,L3MBTL3
7657,SAMD3
7658,TMEM200A
7659,SMLR1
7660,EPB41L2
7661,AKAP7
7662,ARG1
7663,MED23
7664,ENPP3
7665,OR2A4
7666,CTAGE9
7667,ENPP1
7668,CTGF
7669,LINC01013
7670,MOXD1
7671,STX7
7672,TAAR9
7673,TAAR8
7674,TAAR6
7675,TAAR5
7676,TAAR2
7677,TAAR1
7678,VNN1
7679,VNN3
7680,VNN2
7681,SLC18B1
7682,RPS12
7683,LINC00326
7684,EYA4
7685,TARID
7686,LINC01312
7687,TCF21
7688,TBPL1
7689,SLC2A12
7690,SGK1
7691,LINC01010
7692,ALDH8A1
7693,HBS1L
7694,MYB
7695,MYB-AS1
7696,AHI1
7697,LINC00271
7698,PDE7B
7699,MTFR2
7700,BCLAF1
7701,MAP7
7702,MAP3K5
7703,PEX7
7704,SLC35D3
7705,IL20RA
7706,IL22RA2
7707,IFNGR1
7708,OLIG3
7709,TNFAIP3
7710,PERP
7711,ARFGEF3
7712,PBOV1
7713,HEBP2
7714,NHSL1
7715,GVQW2
7716,CCDC28A
7717,ECT2L
7718,REPS1
7719,ABRACL
7720,HECA
7721,TXLNB
7722,CITED2
7723,LINC01625
7724,NMBR
7725,GJE1
7726,VTA1
7727,ADGRG6
7728,HIVEP2
7729,LINC01277
7730,AIG1
7731,ADAT2
7732,PEX3
7733,FUCA2
7734,PHACTR2
7735,PHACTR2-AS1
7736,LTV1
7737,ZC2HC1B
7738,PLAGL1
7739,SF3B5
7740,STX11
7741,UTRN
7742,EPM2A
7743,AL023806.1
7744,FBXO30
7745,SHPRH
7746,GRM1
7747,RAB32
7748,ADGB
7749,STXBP5-AS1
7750,LUADT1
7751,STXBP5
7752,SAMD5
7753,SASH1
7754,UST
7755,UST-AS1
7756,TAB2
7757,SUMO4
7758,ZC3H12D
7759,PPIL4
7760,GINM1
7761,KATNA1
7762,LATS1
7763,AL358852.1
7764,NUP43
7765,PCMT1
7766,LRP11
7767,RAET1E-AS1
7768,RAET1E
7769,RAET1G
7770,ULBP2
7771,ULBP1
7772,RAET1L
7773,ULBP3
7774,PPP1R14C
7775,IYD
7776,PLEKHG1
7777,MTHFD1L
7778,AKAP12
7779,ZBTB2
7780,RMND1
7781,ARMT1
7782,CCDC170
7783,ESR1
7784,SYNE1
7785,SYNE1-AS1
7786,NANOGP11
7787,MYCT1
7788,VIP
7789,FBXO5
7790,MTRF1L
7791,RGS17
7792,OPRM1
7793,IPCEF1
7794,CNKSR3
7795,SCAF8
7796,TIAM2
7797,TFB1M
7798,CLDN20
7799,NOX3
7800,ARID1B
7801,TMEM242
7802,ZDHHC14
7803,SNX9
7804,SYNJ2
7805,SERAC1
7806,GTF2H5
7807,TULP4
7808,TMEM181
7809,DYNLT1
7810,SYTL3
7811,EZR
7812,EZR-AS1
7813,C6orf99
7814,RSPH3
7815,TAGAP
7816,FNDC1
7817,SOD2
7818,WTAP
7819,ACAT2
7820,TCP1
7821,MRPL18
7822,PNLDC1
7823,MAS1
7824,IGF2R
7825,AIRN
7826,SLC22A1
7827,SLC22A2
7828,SLC22A3
7829,LPA
7830,PLG
7831,MAP3K4
7832,AGPAT4
7833,PACRG
7834,PACRG-AS2
7835,PACRG-AS3
7836,PACRG-AS1
7837,CAHM
7838,QKI
7839,C6orf118
7840,PDE10A
7841,LINC00473
7842,LINC00602
7843,PRR18
7844,SFT2D1
7845,MPC1
7846,RPS6KA2
7847,RPS6KA2-AS1
7848,RNASET2
7849,FGFR1OP
7850,CCR6
7851,TCP10L2
7852,GPR31
7853,UNC93A
7854,TTLL2
7855,TCP10
7856,LINC01558
7857,KIF25-AS1
7858,KIF25
7859,FRMD1
7860,DACT2
7861,SMOC2
7862,LINC01615
7863,THBS2
7864,WDR27
7865,C6orf120
7866,PHF10
7867,TCTE3
7868,ERMARD
7869,LINC00242
7870,LINC00574
7871,LINC01624
7872,DLL1
7873,FAM120B
7874,PSMB1
7875,TBP
7876,PDCD2
7877,AC093627.7
7878,FAM20C
7879,AC226118.1
7880,AC147651.1
7881,PDGFA
7882,PRKAR1B
7883,AC147651.4
7884,DNAAF5
7885,SUN1
7886,GET4
7887,ADAP1
7888,COX19
7889,CYP2W1
7890,C7orf50
7891,GPR146
7892,GPER1
7893,ZFAND2A
7894,UNCX
7895,MICALL2
7896,INTS1
7897,MAFK
7898,TMEM184A
7899,PSMG3
7900,PSMG3-AS1
7901,ELFN1
7902,ELFN1-AS1
7903,MAD1L1
7904,NUDT1
7905,SNX8
7906,EIF3B
7907,CHST12
7908,GRIFIN
7909,LFNG
7910,BRAT1
7911,IQCE
7912,TTYH3
7913,AMZ1
7914,GNA12
7915,CARD11
7916,AC024028.1
7917,AC073316.2
7918,AC073316.1
7919,SDK1
7920,FOXK1
7921,AP5Z1
7922,RADIL
7923,PAPOLB
7924,MMD2
7925,RBAK-RBAKDN
7926,RBAK
7927,RBAKDN
7928,WIPI2
7929,SLC29A4
7930,TNRC18
7931,AC092171.2
7932,FBXL18
7933,AC092171.4
7934,ACTB
7935,FSCN1
7936,RNF216
7937,OCM
7938,CCZ1
7939,RSPH10B
7940,PMS2
7941,AIMP2
7942,EIF2AK1
7943,ANKRD61
7944,USP42
7945,CYTH3
7946,FAM220A
7947,RAC1
7948,DAGLB
7949,KDELR2
7950,GRID2IP
7951,ZDHHC4
7952,C7orf26
7953,ZNF853
7954,ZNF316
7955,ZNF12
7956,RSPH10B2
7957,CCZ1B
7958,C1GALT1
7959,COL28A1
7960,MIOS
7961,RPA3
7962,UMAD1
7963,GLCCI1
7964,ICA1
7965,AC007009.1
7966,AC007128.1
7967,NXPH1
7968,NDUFA4
7969,PHF14
7970,THSD7A
7971,TMEM106B
7972,VWDE
7973,AC005281.1
7974,SCIN
7975,ARL4A
7976,ETV1
7977,DGKB
7978,AC006150.1
7979,AGMO
7980,MEOX2
7981,AC006041.1
7982,ISPD
7983,ISPD-AS1
7984,SOSTDC1
7985,LRRC72
7986,ANKMY2
7987,BZW2
7988,TSPAN13
7989,AC073333.1
7990,AGR2
7991,AGR3
7992,AHR
7993,AC019117.1
7994,AC019117.2
7995,AC006482.1
7996,SNX13
7997,PRPS1L1
7998,HDAC9
7999,TWIST1
8000,FERD3L
8001,AC007091.1
8002,TWISTNB
8003,TMEM196
8004,MACC1
8005,MACC1-AS1
8006,AC099342.1
8007,ITGB8
8008,ABCB5
8009,SP8
8010,LINC01162
8011,SP4
8012,DNAH11
8013,CDCA7L
8014,RAPGEF5
8015,STEAP1B
8016,AC002480.3
8017,AC002480.4
8018,AC002480.2
8019,IL6
8020,AC073072.1
8021,TOMM7
8022,FAM126A
8023,KLHL7
8024,NUPL2
8025,GPNMB
8026,MALSU1
8027,IGF2BP3
8028,TRA2A
8029,CCDC126
8030,FAM221A
8031,STK31
8032,NPY
8033,MPP6
8034,OSBPL3
8035,CYCS
8036,C7orf31
8037,NPVF
8038,AC003985.1
8039,AC091705.1
8040,NFE2L3
8041,HNRNPA2B1
8042,CBX3
8043,SNX10
8044,KIAA0087
8045,C7orf71
8046,SKAP2
8047,HOXA1
8048,HOTAIRM1
8049,HOXA2
8050,HOXA3
8051,HOXA-AS2
8052,HOXA4
8053,HOXA-AS3
8054,HOXA5
8055,HOXA6
8056,HOXA7
8057,HOXA9
8058,HOXA10-AS
8059,HOXA10
8060,HOXA11
8061,HOXA11-AS
8062,HOXA13
8063,HOTTIP
8064,EVX1-AS
8065,EVX1
8066,HIBADH
8067,TAX1BP1
8068,JAZF1
8069,JAZF1-AS1
8070,CREB5
8071,TRIL
8072,CPVL
8073,CHN2
8074,AC004593.3
8075,PRR15
8076,WIPF3
8077,SCRN1
8078,FKBP14
8079,PLEKHA8
8080,MTURN
8081,ZNRF2
8082,LINC01176
8083,NOD1
8084,GGCT
8085,GARS
8086,CRHR2
8087,INMT
8088,AQP1
8089,GHRHR
8090,ADCYAP1R1
8091,NEUROD6
8092,CCDC129
8093,PPP1R17
8094,PDE1C
8095,LSM5
8096,AVL9
8097,LINC00997
8098,KBTBD2
8099,FKBP9
8100,NT5C3A
8101,RP9
8102,BBS9
8103,BMPER
8104,NPSR1
8105,DPY19L1
8106,TBX20
8107,AC007652.1
8108,HERPUD2
8109,SEPT7-AS1
8110,SEPT7
8111,EEPD1
8112,KIAA0895
8113,ANLN
8114,AOAH
8115,AC007349.4
8116,ELMO1
8117,ELMO1-AS1
8118,GPR141
8119,EPDR1
8120,NME8
8121,SFRP4
8122,STARD3NL
8123,TRGC2
8124,TRGJ2
8125,TRGJP2
8126,TRGC1
8127,TRGJ1
8128,TRGJP
8129,TRGJP1
8130,TRGV11
8131,TRGVB
8132,TRGV10
8133,TRGV9
8134,TRGVA
8135,TRGV8
8136,TRGV7
8137,TRGV6
8138,TRG-AS1
8139,TRGV5
8140,TRGV5P
8141,TRGV4
8142,TRGV3
8143,TRGV2
8144,TRGV1
8145,AMPH
8146,VPS41
8147,POU6F2
8148,POU6F2-AS2
8149,POU6F2-AS1
8150,YAE1D1
8151,RALA
8152,LINC00265
8153,CDK13
8154,MPLKIP
8155,SUGCT
8156,AC004988.1
8157,LINC01450
8158,LINC01449
8159,INHBA
8160,INHBA-AS1
8161,GLI3
8162,LINC01448
8163,C7orf25
8164,PSMA2
8165,MRPL32
8166,HECW1
8167,STK17A
8168,COA1
8169,BLVRA
8170,MRPS24
8171,URGCP-MRPS24
8172,URGCP
8173,UBE2D4
8174,SPDYE1
8175,LINC00957
8176,DBNL
8177,PGAM2
8178,POLM
8179,AEBP1
8180,POLD2
8181,MYL7
8182,GCK
8183,YKT6
8184,CAMK2B
8185,NUDCD3
8186,NPC1L1
8187,DDX56
8188,TMED4
8189,OGDH
8190,ZMIZ2
8191,PPIA
8192,H2AFV
8193,PURB
8194,MYO1G
8195,SNHG15
8196,CCM2
8197,NACAD
8198,TBRG4
8199,RAMP3
8200,AC073325.1
8201,ADCY1
8202,IGFBP1
8203,IGFBP3
8204,AC023669.1
8205,AC004869.2
8206,AC004870.3
8207,TNS3
8208,LINC01447
8209,C7orf65
8210,HUS1
8211,LINC00525
8212,PKD1L1
8213,C7orf69
8214,SUN3
8215,C7orf57
8216,UPP1
8217,ABCA13
8218,VWC2
8219,ZPBP
8220,AC020743.2
8221,AC020743.3
8222,IKZF1
8223,FIGNL1
8224,DDC
8225,DDC-AS1
8226,GRB10
8227,COBL
8228,POM121L12
8229,LINC01446
8230,HPVC1
8231,LINC01445
8232,VSTM2A
8233,SEC61G
8234,EGFR
8235,EGFR-AS1
8236,ELDR
8237,LANCL2
8238,VOPP1
8239,SEPT14
8240,ZNF713
8241,MRPS17
8242,PSPH
8243,CCT6A
8244,SUMF2
8245,PHKG1
8246,CHCHD2
8247,NUPR2
8248,ZNF479
8249,ZNF716
8250,LINC01005
8251,ZNF727
8252,ZNF735
8253,ZNF679
8254,ZNF736
8255,ZNF680
8256,ZNF107
8257,ZNF138
8258,ZNF273
8259,ZNF117
8260,ERV3-1
8261,ZNF92
8262,VKORC1L1
8263,GUSB
8264,ASL
8265,CRCP
8266,TPST1
8267,KCTD7
8268,RABGEF1
8269,TMEM248
8270,SBDS
8271,TYW1
8272,LINC01372
8273,AUTS2
8274,CALN1
8275,TYW1B
8276,POM121
8277,TRIM74
8278,NSUN5
8279,TRIM50
8280,FKBP6
8281,FZD9
8282,BAZ1B
8283,BCL7B
8284,TBL2
8285,MLXIPL
8286,VPS37D
8287,DNAJC30
8288,STX1A
8289,ABHD11
8290,CLDN3
8291,CLDN4
8292,ELN
8293,LIMK1
8294,EIF4H
8295,LAT2
8296,RFC2
8297,CLIP2
8298,GTF2IRD1
8299,GTF2I
8300,NCF1
8301,GTF2IRD2
8302,GTF2IRD2B
8303,TRIM73
8304,POM121C
8305,SPDYE5
8306,HIP1
8307,CCL26
8308,CCL24
8309,RHBDD2
8310,POR
8311,TMEM120A
8312,STYXL1
8313,MDH2
8314,SRRM3
8315,HSPB1
8316,YWHAG
8317,SSC4D
8318,ZP3
8319,DTX2
8320,UPK3B
8321,SPDYE16
8322,POMZP3
8323,CCDC146
8324,FGL2
8325,GSAP
8326,PTPN12
8327,APTR
8328,RSBN1L
8329,TMEM60
8330,PHTF2
8331,MAGI2
8332,MAGI2-AS1
8333,MAGI2-AS2
8334,GNAI1
8335,AC003988.1
8336,CD36
8337,GNAT3
8338,SEMA3C
8339,AC005008.2
8340,HGF
8341,CACNA2D1
8342,PCLO
8343,SEMA3E
8344,SEMA3A
8345,AC003984.1
8346,SEMA3D
8347,LINC00972
8348,GRM3
8349,AC005009.1
8350,AC005009.2
8351,KIAA1324L
8352,DMTF1
8353,TMEM243
8354,TP53TG1
8355,CROT
8356,ABCB4
8357,ABCB1
8358,RUNDC3B
8359,SLC25A40
8360,DBF4
8361,ADAM22
8362,SRI
8363,STEAP4
8364,ZNF804B
8365,STEAP1
8366,STEAP2
8367,CFAP69
8368,GTPBP10
8369,CLDN12
8370,CDK14
8371,FZD1
8372,MTERF1
8373,AKAP9
8374,CYP51A1
8375,LRRD1
8376,CYP51A1-AS1
8377,KRIT1
8378,ANKIB1
8379,GATAD1
8380,ERVW-1
8381,PEX1
8382,RBM48
8383,FAM133B
8384,CDK6
8385,AC002454.1
8386,SAMD9
8387,SAMD9L
8388,HEPACAM2
8389,VPS50
8390,CALCR
8391,GNGT1
8392,TFPI2
8393,GNG11
8394,BET1
8395,AC003092.1
8396,AC003092.2
8397,COL1A2
8398,CASD1
8399,SGCE
8400,PEG10
8401,PPP1R9A
8402,PON1
8403,PON3
8404,PON2
8405,AC004012.1
8406,ASB4
8407,PDK4
8408,DYNC1I1
8409,SLC25A13
8410,DLX6-AS1
8411,DLX6
8412,DLX5
8413,SDHAF3
8414,TAC1
8415,ASNS
8416,OCM2
8417,LMTK2
8418,BHLHA15
8419,TECPR1
8420,BRI3
8421,BAIAP2L1
8422,NPTX2
8423,TMEM130
8424,TRRAP
8425,SMURF1
8426,KPNA7
8427,ARPC1A
8428,ARPC1B
8429,PDAP1
8430,BUD31
8431,PTCD1
8432,CPSF4
8433,ZNF789
8434,ZNF394
8435,ZKSCAN5
8436,FAM200A
8437,ZNF655
8438,ZSCAN25
8439,CYP3A5
8440,CYP3A7-CYP3A51P
8441,CYP3A7
8442,CYP3A4
8443,CYP3A43
8444,OR2AE1
8445,TRIM4
8446,GJC3
8447,AZGP1
8448,ZKSCAN1
8449,ZSCAN21
8450,ZNF3
8451,COPS6
8452,MCM7
8453,AP4M1
8454,TAF6
8455,CNPY4
8456,MBLAC1
8457,LAMTOR4
8458,C7orf43
8459,GAL3ST4
8460,GPC2
8461,STAG3
8462,PVRIG
8463,SPDYE3
8464,PILRB
8465,PILRA
8466,ZCWPW1
8467,MEPCE
8468,PPP1R35
8469,C7orf61
8470,TSC22D4
8471,NYAP1
8472,AGFG2
8473,SAP25
8474,LRCH4
8475,FBXO24
8476,PCOLCE-AS1
8477,PCOLCE
8478,MOSPD3
8479,TFR2
8480,ACTL6B
8481,GNB2
8482,GIGYF1
8483,POP7
8484,EPO
8485,ZAN
8486,EPHB4
8487,SLC12A9
8488,TRIP6
8489,SRRT
8490,UFSP1
8491,ACHE
8492,MUC3A
8493,MUC12
8494,MUC17
8495,TRIM56
8496,SERPINE1
8497,AP1S1
8498,VGF
8499,NAT16
8500,MOGAT3
8501,PLOD3
8502,ZNHIT1
8503,CLDN15
8504,FIS1
8505,IFT22
8506,COL26A1
8507,LINC01007
8508,MYL10
8509,CUX1
8510,SH2B2
8511,SPDYE6
8512,PRKRIP1
8513,ORAI2
8514,ALKBH4
8515,LRWD1
8516,POLR2J
8517,RASA4B
8518,POLR2J3
8519,SPDYE2
8520,RASA4
8521,SPDYE2B
8522,POLR2J2
8523,FAM185A
8524,FBXL13
8525,LRRC17
8526,NFE4
8527,ARMC10
8528,NAPEPLD
8529,PMPCB
8530,DNAJC2
8531,PSMC2
8532,SLC26A5
8533,RELN
8534,ORC5
8535,LHFPL3
8536,LINC01004
8537,KMT2E-AS1
8538,KMT2E
8539,SRPK2
8540,PUS7
8541,RINT1
8542,EFCAB10
8543,ATXN7L1
8544,CDHR3
8545,SYPL1
8546,NAMPT
8547,CCDC71L
8548,PIK3CG
8549,PRKAR2B
8550,HBP1
8551,COG5
8552,GPR22
8553,DUS4L
8554,BCAP29
8555,SLC26A4-AS1
8556,SLC26A4
8557,CBLL1
8558,SLC26A3
8559,DLD
8560,LAMB1
8561,LAMB4
8562,NRCAM
8563,PNPLA8
8564,THAP5
8565,DNAJB9
8566,C7orf66
8567,AC002386.1
8568,AC073071.1
8569,IMMP2L
8570,LRRN3
8571,DOCK4
8572,DOCK4-AS1
8573,ZNF277
8574,IFRD1
8575,LSMEM1
8576,TMEM168
8577,GPR85
8578,PPP1R3A
8579,FOXP2
8580,MDFIC
8581,LINC01392
8582,LINC01393
8583,TFEC
8584,TES
8585,AC002066.1
8586,AC073130.2
8587,CAV2
8588,CAV1
8589,LINC01510
8590,MET
8591,CAPZA2
8592,ST7-AS1
8593,ST7
8594,ST7-AS2
8595,WNT2
8596,ASZ1
8597,CFTR
8598,CTTNBP2
8599,LSM8
8600,ANKRD7
8601,KCND2
8602,TSPAN12
8603,ING3
8604,CPED1
8605,WNT16
8606,FAM3C
8607,PTPRZ1
8608,AASS
8609,FEZF1
8610,FEZF1-AS1
8611,CADPS2
8612,RNF133
8613,RNF148
8614,TAS2R16
8615,SLC13A1
8616,IQUB
8617,NDUFA5
8618,ASB15
8619,LMOD2
8620,WASL
8621,HYAL4
8622,SPAM1
8623,TMEM229A
8624,GPR37
8625,C7orf77
8626,POT1
8627,POT1-AS1
8628,GRM8
8629,AC000099.1
8630,ZNF800
8631,AC000124.1
8632,GCC1
8633,ARF5
8634,FSCN3
8635,PAX4
8636,SND1
8637,SND1-IT1
8638,LRRC4
8639,LEP
8640,RBM28
8641,PRRT4
8642,IMPDH1
8643,HILPDA
8644,METTL2B
8645,FAM71F2
8646,FAM71F1
8647,CALU
8648,OPN1SW
8649,CCDC136
8650,FLNC
8651,KCP
8652,ATP6V1F
8653,IRF5
8654,TNPO3
8655,TSPAN33
8656,SMO
8657,AHCYL2
8658,STRIP2
8659,SMKR1
8660,NRF1
8661,UBE2H
8662,ZC3HC1
8663,KLHDC10
8664,TMEM209
8665,SSMEM1
8666,CPA2
8667,CPA4
8668,CPA5
8669,CPA1
8670,CEP41
8671,MESTIT1
8672,MEST
8673,COPG2
8674,TSGA13
8675,KLF14
8676,AC016831.7
8677,AC058791.1
8678,MKLN1
8679,PODXL
8680,PLXNA4
8681,AC011625.1
8682,CHCHD3
8683,EXOC4
8684,LRGUK
